time_utc,label,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon
,1,290.415,464.288,294.096,299.81499398426655,100630.819,101989.501,0.034,1.823,3.534,0.579,-0.001,0.000466830090393749,-0.001,44.156,0.958,25344.456596221018,1703.495,0.00018991517436380773,0.391,2.448,2.335,1.753,189.299,3.429,1.0,298.729,314.734,294.351,304.0114993913573,84.15818918490326,50.541,73.29326036249014,86.422,2.372,28.168,76.304
,1,293.376,309.32,416.867,306.039,98109.889,104387.0666266772,-0.281,1.67,3.182,0.387,0.00024330392943063353,0.000466830090393749,0.001,43.977,0.948,25344.456596221018,1653.25,-0.0,0.6797272583201269,1.233,2.353,1.1185108974358975,166.868981074579,2.975,1.0,292.084,299.095,308.283,310.719,74.031,51.891,47.933,87.443,2.456,28.638,70.276
,0,301.6345762685402,310.572,316.371,286.225,96107.946,96243.177,0.1761047693510555,0.23838879046545336,2.538,0.373,0.00024330392943063353,0.0,0.0,39.387,1.317,2650.7,2325.519,-0.002,0.6797272583201269,2.043423367593712,4.100759235668789,0.31,181.121,2.598,1.0,302.71,310.44,298.4101307426054,297.844,75.287,48.168,48.55,89.352,2.196,27.001,70.367
,0,570.992,287.508,292.806,310.259,92792.674,100312.917,-0.486,0.111,2.615,0.354,0.001,0.001,0.001,42.17,0.7944468408262454,2904.425,2294.119,0.0,0.668,1.119,2.181,1.1185108974358975,108.579,5.461412030755315,1.0,310.659,315.683,310.092,316.09,73.901,49.813,46.003,88.455,3.995,27.05,74.285
,0,288.295,313.872,300.4776422074919,308.863,98943.463,104387.0666266772,-0.853,0.45,3.024,0.409,0.001,-0.0,0.0,39.505,0.664,2817.978,2150.221,0.00018991517436380773,0.4,2.043423367593712,2.411,1.019,113.067,3.271,1.0,293.774,310.37,298.4101307426054,317.583,77.344,79.54927951657885,48.695,88.925,2.211,32.71494814105633,70.643
,1,289.775,309.207,304.407,309.861,99262.158,102924.23,-1.471,0.737,3.974,0.6765805065234076,0.001,-0.001,-0.0,45.295,0.596,2841.033,2008.365,0.0,0.685,1.71,3.372,1.658,121.688,3.885,1.0,296.536,303.767,304.26,512.58,73.322,49.242,49.436,97.21177445652174,3.1886087160262413,27.272,75.591
,1,296.297,305.914,301.638,300.004,78694.730882662,104469.987,0.1761047693510555,1.277,9.754,0.851,0.00024330392943063353,-0.001,0.001,45.264,0.7944468408262454,2697.524,2053.324,0.00018991517436380773,0.811,2.043423367593712,4.042,2.169,128.831,4.655,1.0,318.199,313.737,314.601,309.908,78.503,48.595,46.925,92.582,2.996,27.412,79.93625342679128
,1,301.6345762685402,298.439,287.177,308.442,100460.864,100929.95,-2.233,1.72,5.722,0.6765805065234076,-0.0,0.001,0.002,45.073,0.553,2679.26,2053.678,0.001,0.738,2.275,4.203,1.1185108974358975,166.868981074579,5.648,1.0,294.163,317.383,298.4101307426054,313.018,73.688,49.171,47.418,97.21177445652174,3.1886087160262413,26.239,76.071
,0,311.221,290.43,295.0,299.475,94601.636,104424.169,-2.525,2.084,6.382,0.49,-0.0,-0.001,-0.001,42.789,0.686,2686.806,1680.715,0.001,0.6797272583201269,1.753,3.249,3.102,125.126,5.919,1.0,293.054,314.342,289.914,307.712,84.15818918490326,47.878,47.753,86.899,3.991,26.996,73.112
,0,301.6345762685402,297.063,313.387,310.835,97586.355,103326.602,0.1761047693510555,1.941,6.886,0.426,0.001,0.0,0.0001823262839879154,42.2,0.7944468408262454,25344.456596221018,337.12472982675195,-0.0,0.6797272583201269,1.349,4.100759235668789,1.1185108974358975,131.009,6.612,1.0,310.972,300.812,314.775,302.362,75.493,49.675,49.476,84.896,7.099,32.71494814105633,74.628
,1,301.6345762685402,311.728,319.688,305.074,96694.635,181398.561,-3.005,1.475,7.355,0.403,-0.0,-0.002,0.002,39.956,0.714,2875.474,726.78,0.00018991517436380773,0.406,1.174,2.667,3.434,120.734,6.946,1.0,295.313,314.066,496.101,315.464,76.559,48.997,49.78,111.746,3.1886087160262413,28.516,74.128
,0,318.621,299.147,315.405,299.81499398426655,99839.651,95764.369,-3.317,1.208,7.94,0.354,0.001,0.001,-0.001,31.173630642085186,0.536,2775.612,478.858,-0.001,0.356,2.043423367593712,2.463,1.1185108974358975,109.477,7.441,1.0,297.555,315.373,298.4101307426054,298.158,75.349,49.485,47.186,86.772,3.1886087160262413,27.495,76.405
,0,301.6345762685402,298.3190619678335,300.4776422074919,304.579,94732.874,100265.043,-3.609,1.283,8.203,0.34,-0.001,-0.0,-0.002,41.279,0.284,5680.428,324.082,0.0,0.329,1.03,2.268,3.749,166.868981074579,8.285,1.0,301.0289560691872,303.45619514955536,303.548,316.266,73.738,52.14,47.836,84.903,12.39,41.073,75.109
,0,325.626,298.3190619678335,297.158,299.246,93544.569,148684.254,-4.027,0.23838879046545336,7.986,0.329,0.0,0.001,-0.001,31.173630642085186,0.246,2695.741,216.117,0.0,0.328,0.984,1.952,3.932,101.837,8.174,1.0,296.243,303.45619514955536,296.002,295.103,84.15818918490326,51.149,46.866,97.21177445652174,12.826,26.363,71.389
,0,300.666,308.657,300.4776422074919,297.438,78694.730882662,103680.078,-3.556,0.79,8.341,0.307,-0.002,-0.002,-0.002,39.289,0.7944468408262454,2646.286,137.56,0.0,0.289,0.884,1.936,3.838,100.865,8.346,1.0,294.555,298.547,302.123,321.019,77.822,49.75,47.267,133.91,12.582,26.321,75.42
,1,313.3,287.98,300.4776422074919,322.521,96279.419,104387.0666266772,-3.866,0.726,8.351,0.281,0.001,0.0,0.0,31.173630642085186,0.207,2668.615,105.823,-0.002,0.276,2.043423367593712,4.100759235668789,4.024,95.942,7.745,1.0,308.161,323.175,309.494,307.845,126.697,52.586,73.29326036249014,90.923,12.734,28.33,74.189
,1,311.003,303.004,300.4776422074919,303.707,92822.406,103441.635,-4.005,1.142,5.453180193236714,0.6765805065234076,0.00024330392943063353,-0.001,0.001,31.173630642085186,0.223,2801.026,217.407,0.0,0.299,0.922,3.045,1.1185108974358975,103.757,7.945,1.0,311.36,324.212,300.888,303.661,77.438,50.906,47.438,87.79,16.653,26.344,74.058
,0,299.612,298.3190619678335,316.924,296.226,100934.962,97997.621,-3.262,0.883,6.388,0.301,-0.001,0.001,-0.0,37.415,0.246,2864.26,337.12472982675195,-0.0,0.313,0.923,1.837,1.1185108974358975,166.868981074579,11.251,1.0,309.697,312.104,298.4101307426054,319.97,77.709,49.156,48.111,91.972,12.505,28.29,71.848
,1,296.655,298.3190619678335,300.4776422074919,299.81499398426655,101510.104,101552.484,-2.825,1.192,5.211,0.305,0.001,0.001,0.001,37.698,0.7944468408262454,2745.045,388.693,-0.0,0.298,0.871,1.867,3.165,109.071,5.282,1.0,296.532,303.45619514955536,304.231,323.607,77.166,51.141,46.123,90.847,9.366,27.712,79.93625342679128
,1,305.9,288.521,298.426,296.251,98490.65,156300.918,0.1761047693510555,1.583,5.57,0.331,-0.001,0.000466830090393749,-0.001,37.737,0.396,4684.719,476.547,0.001,0.301,0.963,4.100759235668789,3.29,121.772,9.914,1.0,306.765,315.714,304.161,304.117,84.15818918490326,51.574,50.113,84.227,8.503,28.594,71.185
,1,297.073,305.306,306.575,312.913,78694.730882662,100785.976,-2.813,1.559,5.966,0.32,-0.001,0.001,0.001,38.888,0.361,2801.645,337.12472982675195,-0.002,0.34,0.997,1.962,3.255,117.925,5.579,1.0,310.836,294.358,301.328,304.0114993913573,79.831,79.54927951657885,49.216,91.444,8.228,28.822,79.93625342679128
,1,292.059,310.457,296.144,299.81499398426655,93312.206,104160.659,-2.67,1.323,5.71,0.337,0.00024330392943063353,-0.0,-0.001,31.173630642085186,0.231,2757.626,634.1,0.00018991517436380773,0.335,1.019,2.009,2.977,166.868981074579,5.6,1.0,300.076,300.156,314.252,320.265,73.568,49.756,73.29326036249014,89.989,6.257,27.541,76.506
,1,306.55,306.61,288.76,318.139,99926.854,95633.484,-2.96,1.485,5.453180193236714,0.34,0.001,0.001,-0.001,31.173630642085186,0.373,2818.846,862.534,0.001,0.6797272583201269,1.016,2.023,3.153,194.485,5.01,1.0,311.978,322.702,286.852,296.786,84.15818918490326,51.363,46.128,90.175,3.1886087160262413,26.443,69.396
,0,302.773,291.949,308.277,299.81499398426655,96585.783,104387.0666266772,-2.801,1.61,5.636,0.368,0.001,-0.0,0.0001823262839879154,31.173630642085186,0.7944468408262454,2857.607,817.027,-0.0,0.381,1.062,2.218,3.118,120.565,5.64,1.0,301.648,301.663,315.052,323.458,74.629,55.049,50.794,97.21177445652174,3.1886087160262413,26.891,75.318
,1,308.305,304.569,291.319,298.552,93559.783,99265.268,-2.478,1.849,5.453180193236714,0.54,0.001,-0.001,0.0,42.79,0.543,2862.01,875.94,-0.0,0.6797272583201269,1.42,4.100759235668789,3.139,127.021,5.513,1.0,298.52,299.267,289.601,304.0114993913573,73.19,54.847,49.14,78.358,5.229,26.914,79.93625342679128
,1,296.375,283.873,290.011,311.436,78694.730882662,104387.0666266772,-1.855,2.039,5.453180193236714,0.65,-0.0,-0.0,0.001,43.055,0.571,2778.624,924.72,0.0,0.641,1.871,3.583,2.842,138.477,5.461412030755315,1.0,314.473,307.672,301.253,309.923,84.15818918490326,55.679,48.902,78.702,3.1886087160262413,32.71494814105633,69.551
,1,301.6345762685402,297.2,316.049,289.833,101126.103,102220.113,-2.771,1.83,4.639,0.6765805065234076,-0.001,0.0,-0.001,38.555,1.332,2901.877,337.12472982675195,0.0,0.383,2.043423367593712,2.273,3.41,118.132,4.766,1.0,305.178,316.489,314.696,324.906,69.93,53.829,49.392,97.21177445652174,4.24,32.71494814105633,75.637
,0,301.868,303.968,308.786,299.81499398426655,78694.730882662,102948.023,-2.951,2.098,4.375,0.306,0.0,0.001,-0.001,38.946,0.927,25344.456596221018,537.246,0.001,0.6797272583201269,1.122,2.211,3.569,125.606,4.489,1.0,300.444,303.45619514955536,298.4101307426054,303.385,84.15818918490326,52.253,49.993,80.716,3.8,28.473,71.678
,1,301.025,288.336,299.695,287.733,201049.985,104387.0666266772,0.1761047693510555,1.647,5.453180193236714,0.313,0.001,0.000466830090393749,0.0,37.983,0.962,2660.693,337.12472982675195,0.0,0.296,0.93,2.046,2.937,131.388,4.203,1.0,294.245,303.45619514955536,293.624,302.241,68.467,79.54927951657885,73.29326036249014,79.132,3.768,27.393,73.134
,1,315.131,298.3190619678335,307.992,301.266,78694.730882662,101650.279,-2.481,1.45,7.906,0.302,0.001,-0.001,0.0001823262839879154,37.0,0.905,25344.456596221018,337.12472982675195,-0.0,0.324,2.043423367593712,2.064,2.795,116.112,3.992,1.0,301.0289560691872,303.834,298.4101307426054,304.0114993913573,73.966,53.028,49.012,79.879,4.006,27.341,70.823
,0,308.621,311.772,411.285,312.418,96990.429,104646.956,0.1761047693510555,1.429,4.724,0.299,0.001,-0.001,0.0001823262839879154,37.837,1.028,2734.756,402.035,-0.0,0.311,0.924,2.032,3.177,115.472,5.091,1.0,291.277,316.0,296.798,304.0114993913573,69.255,54.588,73.29326036249014,97.21177445652174,4.411,28.692,76.217
,0,313.967,305.372,313.386,313.025,140830.946,101376.939,-3.13,1.926,5.453180193236714,0.402,-0.0,0.001,0.0,38.385,0.7944468408262454,2691.826,596.577,0.00018991517436380773,0.387,1.167,2.297,1.1185108974358975,166.868981074579,7.052,1.0,309.378,303.45619514955536,304.789,316.037,70.201,52.307,53.454,79.723,4.711,26.821,74.064
,1,300.716,284.382,311.041,309.758,97339.488,98643.728,0.1761047693510555,2.053,5.453180193236714,0.327,0.0,-0.001,0.0001823262839879154,39.805,0.515,2724.313,894.724,-0.002,0.338,1.042,3.275,1.1185108974358975,166.868981074579,5.461412030755315,1.0,292.797,304.279,304.269,299.985,70.941,52.259,51.225,76.066,5.134,27.174,70.38
,1,301.6345762685402,298.3190619678335,300.4776422074919,290.907,100739.093,100089.649,-3.213,1.898,5.453180193236714,0.729,0.00024330392943063353,0.001,-0.0,38.454,0.495,2815.765,933.318,-0.0,0.387,1.169,4.100759235668789,3.711,166.868981074579,8.474,1.0,301.0289560691872,303.45619514955536,298.4101307426054,315.31,69.123,53.301,52.742,82.219,7.723,28.039,79.93625342679128
,0,301.6345762685402,304.423,302.56,309.21,100104.052,97069.061,-3.45,1.642,8.386,0.377,0.0,-0.001,0.0001823262839879154,41.15,0.328,2765.736,940.753,-0.001,0.363,2.043423367593712,2.314,1.1185108974358975,116.785,8.709,1.0,289.866,303.799,298.4101307426054,302.877,84.15818918490326,56.719,51.924,79.013,3.1886087160262413,27.576,69.296
,0,322.539,300.958,309.678,299.81499398426655,98692.481,104387.0666266772,-3.643,0.23838879046545336,5.453180193236714,0.334,-0.001,0.001,0.0001823262839879154,31.173630642085186,0.184,25344.456596221018,698.094,0.00018991517436380773,0.343,2.043423367593712,4.100759235668789,3.723,166.868981074579,8.728,1.0,315.238,316.343,292.143,304.372,69.644,53.583,50.924,83.746,8.9,43.057,79.93625342679128
,0,297.614,300.298,299.469,299.81499398426655,94352.058,98308.912,-3.914,1.085,9.081,0.6765805065234076,0.001,-0.002,0.0001823262839879154,40.053,0.7944468408262454,2638.961,533.644,-0.0,0.337,1.064,4.100759235668789,3.994,101.91,9.015,1.0,314.601,301.156,291.505,306.931,69.216,53.646,52.224,77.99,11.157,26.438,79.93625342679128
,1,322.821,298.3190619678335,320.115,307.67,94828.752,103256.294,-4.508,1.531,5.453180193236714,0.333,-0.001,-0.001,0.0001823262839879154,31.173630642085186,0.31,2812.043,485.744,-0.001,0.333,1.953,2.131,4.431,103.72,5.461412030755315,1.0,319.743,312.178,301.361,308.778,70.799,52.213,49.636,82.59,11.631,32.71494814105633,69.879
,0,320.385,298.3190619678335,300.4776422074919,312.903,100619.577,97264.938,0.1761047693510555,1.699,9.287,0.342,0.00024330392943063353,0.002,0.001,38.45,0.322,2876.829,620.764,0.001,0.338,1.031,2.139,3.937,112.567,8.952,1.0,312.051,300.565,293.118,323.98,68.359,53.845,93.519,79.304,3.1886087160262413,26.6,79.93625342679128
,0,312.03,295.459,302.972,298.25,78694.730882662,100194.413,0.1761047693510555,0.23838879046545336,8.359,0.6765805065234076,-0.001,0.0,-0.0,38.93,0.7944468408262454,5562.418,608.859,-0.0,0.361,1.018,2.126,1.1185108974358975,111.074,8.176,1.0,303.189,314.432,309.723,311.387,73.369,53.859,50.674,81.321,10.215,26.83,73.937
,1,299.374,291.881,318.145,299.81499398426655,100875.38,101166.774,0.1761047693510555,1.368,7.327,0.368,0.002,0.000466830090393749,0.0001823262839879154,31.173630642085186,0.722,25344.456596221018,337.12472982675195,-0.001,0.368,1.151,4.100759235668789,3.991,111.025,6.78,1.0,301.0289560691872,293.4,314.003,304.0114993913573,70.203,53.785,90.098,77.524,3.1886087160262413,32.71494814105633,76.329
,1,319.993,297.024,300.4776422074919,299.81499398426655,99700.246,104387.0666266772,0.1761047693510555,1.646,6.024,0.405,-0.003,-0.001,-0.0,41.621,0.865,3692.685,912.868,-0.001,0.381,1.213,2.385,3.736,118.562,5.461412030755315,1.0,310.341,311.856,314.749,302.674,68.503,55.06,51.341,79.599,10.397,28.749,70.925
,1,300.868,298.666,313.377,302.166,101172.386,98615.264,-2.512,1.515,4.695,0.385,-0.002,-0.001,0.0001823262839879154,40.26,0.847,2847.153,1091.565,0.001,0.631,1.178,4.100759235668789,5.398,119.057,4.697,1.0,317.308,323.015,289.308,320.941,73.547,52.689,103.589,76.763,3.1886087160262413,28.445,79.93625342679128
,1,294.262,297.699,294.905,299.81499398426655,93274.013,97441.034,-2.233,1.93,4.334,0.374,-0.0,-0.0,0.001,43.677,0.804,2774.647,337.12472982675195,0.00018991517436380773,0.738,1.172,2.261,2.78,134.562,4.308,1.0,309.731,599.419,292.751,304.674,74.862,55.471,52.331,80.685,7.451,26.838,71.505
,0,301.6345762685402,298.3190619678335,300.4776422074919,299.81499398426655,95613.542,104387.0666266772,-2.043,1.937,4.614,0.38,0.002,0.001,-0.001,41.829,0.668,2879.46,1285.373,-0.001,0.6797272583201269,1.168,2.263,3.008,166.868981074579,5.461412030755315,1.0,306.737,298.456,306.456,324.303,72.702,52.625,73.29326036249014,79.639,6.519,26.648,79.93625342679128
,1,301.6345762685402,295.024,311.172,291.879,95783.047,98244.408,-1.819,1.814,5.453180193236714,0.384,-0.001,-0.0,0.001,40.848,0.386,2843.64,1343.373,-0.002,0.363,1.113,4.100759235668789,2.647,135.226,4.786,1.0,301.0289560691872,303.45619514955536,307.551,304.0114993913573,71.67,51.593,50.107,82.044,5.723,26.286,75.892
,1,317.374,284.471,428.078,308.558,94374.004,104387.0666266772,-1.68,1.581,4.899,0.367,0.00024330392943063353,0.000466830090393749,0.0001823262839879154,41.299,0.212,2753.236,1406.79,0.001,0.6797272583201269,2.043423367593712,4.100759235668789,2.31,166.868981074579,4.877,1.0,301.0289560691872,321.202,307.937,318.304,72.013,52.826,53.024,81.89,5.018,27.544,70.416
,1,301.6345762685402,312.321,304.113,305.417,78694.730882662,145164.728,0.1761047693510555,1.331,4.228,0.374,0.00024330392943063353,0.0,0.001,40.251,0.178,2650.283,337.12472982675195,-0.001,0.374,1.162,3.519,2.212,179.568,4.278,1.0,311.941,300.269,287.507,296.072,75.158,50.278,73.29326036249014,88.431,4.486,28.173,71.181
,1,308.836,286.375,287.279,299.81499398426655,95594.923,210516.607,-1.898,1.228,4.506,0.377,-0.001,0.000466830090393749,0.0,40.761,0.198,2819.232,1551.588,-0.001,0.368,1.127,2.263,2.23,116.216,4.152,1.0,301.0289560691872,293.662,298.4101307426054,304.0114993913573,73.314,48.704,48.538,86.631,3.648,26.236,79.93625342679128
,0,310.49,295.223,312.728,310.772,99686.032,98931.304,-2.044,0.782,5.453180193236714,0.366,0.00024330392943063353,0.001,0.001,31.173630642085186,0.462,2810.795,1446.269,-0.001,0.359,2.043423367593712,2.177,2.234,109.333,4.391,1.0,301.0289560691872,303.45619514955536,298.358,304.0114993913573,73.519,50.448,46.754,83.369,3.637,26.479,74.17
,1,304.57,287.43,310.62,315.719,101595.321,103935.137,-2.302,-0.033,4.739,0.367,0.001,-0.0,0.0,42.225,0.223,2665.473,337.12472982675195,0.00018991517436380773,0.337,2.178,2.211,2.35,87.185,5.461412030755315,1.0,318.629,296.897,307.149,304.0114993913573,68.916,52.016,49.33,83.132,2.696,32.71494814105633,70.445
,1,291.556,304.33,304.97,299.81499398426655,100233.136,97732.78,-2.017,0.0,5.453180193236714,0.6765805065234076,0.002,-0.0,0.0,39.455,0.212,2767.803,1233.606,0.00018991517436380773,0.6797272583201269,1.067,2.165,1.932,87.504,4.207,1.0,301.0289560691872,303.093,293.585,299.467,72.454,50.711,49.348,88.629,2.518,32.71494814105633,75.498
,0,313.189,297.549,308.367,295.183,92718.556,97235.02,-2.268,0.185,3.213,0.346,0.00024330392943063353,0.0,0.0001823262839879154,41.44,0.218,2688.176,337.12472982675195,0.00018991517436380773,0.343,2.043423367593712,2.211,2.134,99.189,3.215,1.0,301.0289560691872,296.246,298.4101307426054,320.497,73.865,49.045,46.277,87.387,3.491,32.71494814105633,79.93625342679128
,1,545.429,289.493,304.278,539.446,92411.601,98205.071,-2.496,0.243,5.453180193236714,0.332,0.00024330392943063353,0.0,0.0001823262839879154,40.476,0.429,2770.041,1076.689,-0.001,0.33,1.062,2.113,2.601,178.885,4.862,1.0,301.0289560691872,298.142,299.613,295.923,74.87,51.821,74.43,86.718,2.509,27.89,73.116
,1,313.507,310.963,300.508,301.057,93381.554,96401.502,-3.176,0.511,3.982,0.713,0.0,-0.0,0.002,42.226,0.48,2698.834,1229.394,-0.001,0.339,1.015,2.076,3.041,98.119,5.461412030755315,1.0,309.575,313.273,298.4101307426054,306.272,70.263,49.574,49.822,82.599,4.006,26.316,79.93625342679128
,1,311.9,298.3190619678335,297.967,299.81499398426655,95051.199,95384.519,-3.497,0.23838879046545336,5.926,0.6765805065234076,-0.0,0.001,0.002,41.598,0.533,2906.598,1195.191,0.0,0.351,1.033,2.034,3.756,104.536,6.223,1.0,294.126,308.922,298.4101307426054,310.13,68.552,48.5,73.29326036249014,83.869,3.1886087160262413,26.612,72.109
,0,296.779,298.3190619678335,289.056,301.859,100058.525,101252.742,-4.065,1.291,5.453180193236714,0.361,-0.002,0.001,0.001,38.894,0.7944468408262454,2713.212,337.12472982675195,-0.0,0.353,1.079,2.994,4.188,166.868981074579,7.351,1.0,307.561,318.043,297.773,313.364,69.732,50.892,73.29326036249014,88.137,6.082,32.71494814105633,79.93625342679128
,0,303.451,298.3190619678335,307.363,298.843,97193.504,104387.0666266772,-4.004,0.78,5.453180193236714,0.33,-0.0,0.0,0.0,37.923,0.223,2842.642,356.071,0.001,0.361,1.024,2.078,4.077,106.075,8.348,1.0,314.776,462.081,307.011,304.0114993913573,68.785,50.263,49.216,85.094,8.597,26.578,74.138
,1,311.251,299.113,319.951,299.81499398426655,78694.730882662,139846.934,-3.767,0.166,5.453180193236714,0.323,-0.0,-0.001,0.001,41.266,0.7944468408262454,2699.143,254.883,-0.0,0.35,1.082,2.114,3.852,90.868,8.306,1.0,289.579,311.376,294.466,314.768,69.959,48.502,73.29326036249014,84.887,3.1886087160262413,32.71494814105633,73.974
,0,301.6345762685402,284.214,317.414,312.921,92873.199,103939.667,-3.974,-0.237,8.505,0.328,0.0,-0.0,-0.001,37.952,0.218,2708.41,186.196,0.002,0.6797272583201269,0.976,2.098,4.048,166.868981074579,5.461412030755315,1.0,316.432,313.029,286.858,307.081,68.519,50.047,49.322,84.793,10.0,27.998,72.731
,1,301.6345762685402,310.78,318.148,316.991,97305.987,104387.0666266772,-4.622,-0.335,8.951,0.324,0.00024330392943063353,0.0,0.001,31.173630642085186,0.139,2908.733,198.613,0.0,0.33,0.989,2.102,4.559,166.868981074579,8.883,1.0,644.54,303.45619514955536,298.4101307426054,643.074,72.781,49.778,46.464,84.428,11.846,26.149,74.407
,1,295.308,298.542,300.4776422074919,309.302,99433.526,96354.932,-4.77,-0.192,5.453180193236714,0.333,-0.001,0.001,-0.001,38.53,0.7944468408262454,2880.793,233.394,-0.002,0.34,0.948,2.062,4.835,166.868981074579,9.636,1.0,315.839,293.16,300.943,319.173,73.459,49.862,73.29326036249014,88.664,12.257,27.774,70.33
,1,315.026,286.615,313.721,296.298,99386.817,104387.0666266772,-4.662,0.23838879046545336,9.559,0.335,-0.0,0.000466830090393749,0.0,38.972,0.7944468408262454,2656.516,370.787,-0.001,0.36,2.043423367593712,2.058,4.522,166.868981074579,5.461412030755315,1.0,297.425,305.427,301.336,305.436,73.984,52.586,48.437,85.034,3.1886087160262413,57.013,70.865
,1,316.232,284.147,322.75,322.575,92095.989,96513.772,-7.968,-0.231,9.181,0.339,-0.001,0.0,0.0001823262839879154,31.173630642085186,0.447,2645.319,205.113,-0.002,0.337,0.998,2.113,7.988,83.827,9.234,1.0,292.021,300.664,309.39,304.0114993913573,84.15818918490326,49.581,50.851,89.514,12.5,27.364,79.93625342679128
,0,311.804,283.829,309.318,319.604,95215.339,104080.829,-4.59,0.144,8.701,0.629,0.00024330392943063353,-0.001,0.0001823262839879154,39.116,0.238,2894.149,337.12472982675195,-0.001,0.333,0.993,4.100759235668789,4.577,94.338,9.072,1.0,312.16,321.429,298.4101307426054,304.0114993913573,74.801,49.19,50.185,90.343,12.039,26.259,70.934
,1,301.6345762685402,300.284,313.351,308.5,98881.138,96451.424,-3.776,0.459,7.447,0.311,0.001,-0.0,-0.002,40.52,0.7944468408262454,25344.456596221018,459.058,0.002,0.6797272583201269,1.013,1.976,3.881,93.746,7.593,1.0,302.312,314.844,298.4101307426054,304.0114993913573,72.314,50.762,49.817,91.105,3.1886087160262413,32.71494814105633,79.93625342679128
,1,293.043,293.65,507.535,292.243,78694.730882662,104161.395,-3.501,0.362,6.337,0.337,0.0,0.000466830090393749,0.0001823262839879154,31.173630642085186,0.224,25344.456596221018,605.746,0.001,0.6797272583201269,1.007,2.106,3.311,95.636,6.464,1.0,301.0289560691872,306.157,291.722,306.945,84.15818918490326,48.051,48.234,84.781,10.249,26.534,75.1
,1,295.96,284.178,311.495,482.047,101040.232,95413.489,-3.311,0.23838879046545336,7.933,0.6765805065234076,0.00024330392943063353,0.000466830090393749,0.001,39.034,0.172,2778.498,671.219,-0.002,0.6797272583201269,2.043423367593712,4.100759235668789,1.1185108974358975,99.489,5.454,1.0,290.146,303.45619514955536,297.451,309.681,68.293,48.041,73.29326036249014,97.21177445652174,9.149,40.879,72.453
,1,301.6345762685402,297.935,314.836,301.611,78694.730882662,95417.978,-3.444,0.853,5.524,0.327,0.0,0.0,-0.0,39.81,0.142,2787.259,690.86,0.00018991517436380773,0.347,1.072,4.100759235668789,1.1185108974358975,100.67,5.461412030755315,1.0,307.119,307.252,311.008,299.123,69.449,50.74,50.134,90.517,9.211,28.095,70.853
,0,310.679,298.3190619678335,291.524,293.22,95569.765,104387.0666266772,-3.458,0.852,5.782,0.34,0.00024330392943063353,0.000466830090393749,0.002,31.173630642085186,0.121,2783.497,742.645,0.002,0.329,1.03,2.191,6.634,166.868981074579,5.461412030755315,1.0,304.082,302.248,429.399,310.741,84.15818918490326,104.712,47.151,86.49,6.546,28.682,70.08
,0,290.201,301.477,298.58,303.502,95512.078,96945.574,-2.952,0.23838879046545336,5.449,0.349,-0.0,-0.0,-0.0,41.312,0.7944468408262454,2770.941,984.351,-0.001,0.337,1.016,2.113,3.264,113.052,5.706,1.0,305.998,307.106,315.365,316.835,125.951,49.976,47.168,84.917,7.181,28.1,71.645
,0,310.448,299.244,302.387,291.198,95961.965,104288.561,-2.983,1.337,5.433,0.653,-0.0,-0.0,-0.0,44.17,0.167,2765.902,1203.018,0.002,0.615,1.624,3.122,1.1185108974358975,118.896,5.692,1.0,308.713,322.579,288.486,323.397,67.331,45.044,73.29326036249014,82.452,6.513,27.397,75.635
,1,308.893,300.829,300.4776422074919,299.81499398426655,93605.743,104387.0666266772,-2.938,1.149,5.453180193236714,0.92,-0.0,-0.0,0.001,45.123,0.159,2670.299,337.12472982675195,0.002,0.898,2.257,4.327,3.321,112.592,5.679,1.0,309.809,303.45619514955536,290.557,304.0114993913573,141.457,45.364,73.29326036249014,80.532,5.705,51.827,72.299
,0,304.435,298.3190619678335,287.8,289.809,98234.742,99584.084,-3.299,0.68,5.453180193236714,0.653,0.00024330392943063353,0.002,-0.001,42.194,0.268,25344.456596221018,1116.709,0.00018991517436380773,0.659,2.043423367593712,3.721,3.423,99.138,5.444,1.0,291.869,301.391,301.453,295.321,68.666,49.153,46.139,97.21177445652174,5.334,40.848,74.831
,1,289.66,298.3190619678335,296.261,299.81499398426655,99800.448,104387.0666266772,-1.81,0.23838879046545336,5.453180193236714,0.352,0.0,-0.001,0.0,38.559,0.31,2669.023,337.12472982675195,-0.0,0.6797272583201269,1.391,4.100759235668789,2.02,64.798,5.526,1.0,315.549,581.291,290.069,303.163,66.76,45.159,73.29326036249014,79.845,3.1886087160262413,28.105,75.216
